จังหวัด, PM2.5, วันที่
ตาก,41.553624649668045,2024-02-04
เลย,38.494335929292895,2024-02-04
ตรัง,26.856781231402476,2024-02-04
ตราด,25.544121029813606,2024-02-04
น่าน,50.239878829851314,2024-02-04
ยะลา,24.124844957209636,2024-02-04
สตูล,20.462451129897737,2024-02-04
แพร่,55.25730975663302,2024-02-04
ชุมพร,24.153468080230915,2024-02-04
พะเยา,58.712745426223876,2024-02-04
พังงา,26.103706620672806,2024-02-04
ยโสธร,60.24728112569051,2024-02-04
ระนอง,23.95351345958854,2024-02-04
ระยอง,20.533073904445754,2024-02-04
ลำปาง,50.586947289342596,2024-02-04
ลำพูน,45.96940334730931,2024-02-04
สงขลา,22.760184391084596,2024-02-04
กระบี่,21.7157558967345,2024-02-04
ชลบุรี,22.537135844687327,2024-02-04
ชัยนาท,39.281306883339425,2024-02-04
นครปฐม,24.92065323067311,2024-02-04
นครพนม,49.75214319417733,2024-02-04
บึงกาฬ,33.80886509743634,2024-02-04
พัทลุง,22.045656322907057,2024-02-04
พิจิตร,39.1115697591782,2024-02-04
ภูเก็ต,23.758442647345706,2024-02-04
ลพบุรี,34.68494361890602,2024-02-04
สกลนคร,45.032577398622884,2024-02-04
ขอนแก่น,50.90336719557445,2024-02-04
ชัยภูมิ,40.717830618557315,2024-02-04
นครนายก,26.582853255725396,2024-02-04
นนทบุรี,23.045517832387304,2024-02-04
ปัตตานี,22.694790851289262,2024-02-04
ราชบุรี,26.765342311881806,2024-02-04
สระบุรี,30.69281061954707,2024-02-04
สระแก้ว,30.50616297220684,2024-02-04
สุโขทัย,43.974047680333705,2024-02-04
หนองคาย,50.111947168804996,2024-02-04
อ่างทอง,35.870009338007094,2024-02-04
จันทบุรี,24.223875986371567,2024-02-04
นราธิวาส,23.349521735666784,2024-02-04
ปทุมธานี,24.67407836099333,2024-02-04
พิษณุโลก,40.21967567210431,2024-02-04
มุกดาหาร,63.455170599596904,2024-02-04
ร้อยเอ็ด,55.726420297769415,2024-02-04
ศรีสะเกษ,55.52941161238673,2024-02-04
สุรินทร์,48.75916347688322,2024-02-04
อุดรธานี,46.359612770666786,2024-02-04
เชียงราย,54.08586786006866,2024-02-04
เพชรบุรี,23.972704848666645,2024-02-04
กาญจนบุรี,31.285066740767725,2024-02-04
กาฬสินธุ์,55.826721900354,2024-02-04
กำแพงเพชร,37.14824971677775,2024-02-04
นครสวรรค์,37.1804307257367,2024-02-04
บุรีรัมย์,40.55208269381991,2024-02-04
มหาสารคาม,53.40321529165308,2024-02-04
สมุทรสาคร,20.891974293092954,2024-02-04
สิงห์บุรี,35.001672320466646,2024-02-04
อุตรดิตถ์,44.51839431981207,2024-02-04
อุทัยธานี,36.17809814273786,2024-02-04
เชียงใหม่,43.35324999819487,2024-02-04
เพชรบูรณ์,39.20851951360579,2024-02-04
ฉะเชิงเทรา,28.290383091534334,2024-02-04
นครราชสีมา,38.62745184145666,2024-02-04
ปราจีนบุรี,34.557311022770655,2024-02-04
สุพรรณบุรี,30.95236392660476,2024-02-04
อำนาจเจริญ,61.31438442199608,2024-02-04
แม่ฮ่องสอน,39.19525198993274,2024-02-04
สมุทรปราการ,21.720771375205256,2024-02-04
สมุทรสงคราม,19.86172852982714,2024-02-04
หนองบัวลำภู,42.369188430104664,2024-02-04
อุบลราชธานี,66.28818965888453,2024-02-04
สุราษฎร์ธานี,22.86278982271482,2024-02-04
กรุงเทพมหานคร,21.99777917278001,2024-02-04
นครศรีธรรมราช,22.099103296862797,2024-02-04
ประจวบคีรีขันธ์,24.67981999995588,2024-02-04
พระนครศรีอยุธยา,29.1244899448112,2024-02-04
