จังหวัด, PM2.5, วันที่
ตาก,34.92779917945244,2024-01-21
เลย,49.64607875321438,2024-01-21
ตรัง,29.37486734175712,2024-01-21
ตราด,47.53028423460696,2024-01-21
น่าน,31.3899694211058,2024-01-21
ยะลา,27.849118775343555,2024-01-21
สตูล,23.697327099271515,2024-01-21
แพร่,26.85268232813672,2024-01-21
ชุมพร,26.81373340384686,2024-01-21
พะเยา,25.189214795132383,2024-01-21
พังงา,27.363762821777122,2024-01-21
ยโสธร,34.89419901270291,2024-01-21
ระนอง,25.381574685723553,2024-01-21
ระยอง,38.5310490112259,2024-01-21
ลำปาง,24.7507394501771,2024-01-21
ลำพูน,23.082725405377243,2024-01-21
สงขลา,23.390620669240004,2024-01-21
กระบี่,23.248810413784394,2024-01-21
ชลบุรี,42.187824339671586,2024-01-21
ชัยนาท,71.18837411267508,2024-01-21
นครปฐม,45.55076076598622,2024-01-21
นครพนม,20.64317784088687,2024-01-21
บึงกาฬ,23.71270644644,2024-01-21
พัทลุง,21.935284620113702,2024-01-21
พิจิตร,43.835390130890644,2024-01-21
ภูเก็ต,25.097563963912595,2024-01-21
ลพบุรี,61.13746040918475,2024-01-21
สกลนคร,25.487710315006755,2024-01-21
ขอนแก่น,43.56892607888931,2024-01-21
ชัยภูมิ,51.404363799975094,2024-01-21
นครนายก,46.60863248064087,2024-01-21
นนทบุรี,42.926714728509076,2024-01-21
ปัตตานี,26.37696506206584,2024-01-21
ราชบุรี,46.088412500247436,2024-01-21
สระบุรี,57.68300258761742,2024-01-21
สระแก้ว,58.161106673725115,2024-01-21
สุโขทัย,36.86309584338141,2024-01-21
หนองคาย,36.28928278643773,2024-01-21
อ่างทอง,75.61202319956769,2024-01-21
จันทบุรี,43.149856170376296,2024-01-21
นราธิวาส,24.129278902263408,2024-01-21
ปทุมธานี,46.89461103555005,2024-01-21
พิษณุโลก,38.76977775224518,2024-01-21
มุกดาหาร,23.688902181703348,2024-01-21
ร้อยเอ็ด,37.06930498093423,2024-01-21
ศรีสะเกษ,43.899693038475554,2024-01-21
สุรินทร์,49.930547301873176,2024-01-21
อุดรธานี,35.41489870855123,2024-01-21
เชียงราย,15.909301062491151,2024-01-21
เพชรบุรี,41.57797764802166,2024-01-21
กาญจนบุรี,46.730979128491526,2024-01-21
กาฬสินธุ์,37.640999117607045,2024-01-21
กำแพงเพชร,36.30899125290537,2024-01-21
นครสวรรค์,54.03040315709154,2024-01-21
บุรีรัมย์,51.49371698573066,2024-01-21
มหาสารคาม,42.05014755867328,2024-01-21
สมุทรสาคร,45.56225925430307,2024-01-21
สิงห์บุรี,76.32516273565959,2024-01-21
อุตรดิตถ์,33.64615228659305,2024-01-21
อุทัยธานี,52.992663907108856,2024-01-21
เชียงใหม่,14.376679346787782,2024-01-21
เพชรบูรณ์,50.116995777926725,2024-01-21
ฉะเชิงเทรา,51.87866967329132,2024-01-21
นครราชสีมา,53.633996519454186,2024-01-21
ปราจีนบุรี,59.39302166372024,2024-01-21
สุพรรณบุรี,56.067079752195546,2024-01-21
อำนาจเจริญ,28.38864724732553,2024-01-21
แม่ฮ่องสอน,15.78497288410644,2024-01-21
สมุทรปราการ,39.956405203772675,2024-01-21
สมุทรสงคราม,47.00115600595188,2024-01-21
หนองบัวลำภู,37.459260654736205,2024-01-21
อุบลราชธานี,41.47830857251521,2024-01-21
สุราษฎร์ธานี,25.045039441605148,2024-01-21
กรุงเทพมหานคร,40.52188138942931,2024-01-21
นครศรีธรรมราช,27.27693152398368,2024-01-21
ประจวบคีรีขันธ์,37.83705956097944,2024-01-21
พระนครศรีอยุธยา,57.90167198138045,2024-01-21
