จังหวัด, PM2.5, วันที่
ตาก,40.77617909818608,2024-01-14
เลย,23.442567072759534,2024-01-14
ตรัง,21.178465228661278,2024-01-14
ตราด,33.88262313147768,2024-01-14
น่าน,35.01491325191277,2024-01-14
ยะลา,24.58067891531708,2024-01-14
สตูล,21.48941929550997,2024-01-14
แพร่,37.29790618621942,2024-01-14
ชุมพร,23.288435797270637,2024-01-14
พะเยา,36.46537865383522,2024-01-14
พังงา,24.422630354156627,2024-01-14
ยโสธร,11.591957317737183,2024-01-14
ระนอง,25.00995657135715,2024-01-14
ระยอง,39.56426288539624,2024-01-14
ลำปาง,39.825766502704546,2024-01-14
ลำพูน,36.432917363772894,2024-01-14
สงขลา,21.20640649577277,2024-01-14
กระบี่,25.64700667524884,2024-01-14
ชลบุรี,44.059972416594405,2024-01-14
ชัยนาท,49.43074362686838,2024-01-14
นครปฐม,46.91330776307173,2024-01-14
นครพนม,10.653511037468006,2024-01-14
บึงกาฬ,9.924000618061612,2024-01-14
พัทลุง,21.10008125356797,2024-01-14
พิจิตร,36.247796550518224,2024-01-14
ภูเก็ต,20.82658323398438,2024-01-14
ลพบุรี,44.49569287290955,2024-01-14
สกลนคร,12.011472874041317,2024-01-14
ขอนแก่น,22.15941262480028,2024-01-14
ชัยภูมิ,27.967513137842126,2024-01-14
นครนายก,39.42321347619776,2024-01-14
นนทบุรี,46.17831217654108,2024-01-14
ปัตตานี,21.93327687109419,2024-01-14
ราชบุรี,52.2734193727679,2024-01-14
สระบุรี,44.67391186744782,2024-01-14
สระแก้ว,46.17232688850787,2024-01-14
สุโขทัย,41.84222263588818,2024-01-14
หนองคาย,14.292268681893933,2024-01-14
อ่างทอง,57.44692963771793,2024-01-14
จันทบุรี,40.35698870443847,2024-01-14
นราธิวาส,21.887255307464336,2024-01-14
ปทุมธานี,47.825748205599425,2024-01-14
พิษณุโลก,37.141177481048636,2024-01-14
มุกดาหาร,12.834327881839663,2024-01-14
ร้อยเอ็ด,13.776191838093172,2024-01-14
ศรีสะเกษ,16.46446617622404,2024-01-14
สุรินทร์,22.267317455569774,2024-01-14
อุดรธานี,13.915487620318158,2024-01-14
เชียงราย,32.402868052595466,2024-01-14
เพชรบุรี,45.395904953718436,2024-01-14
กาญจนบุรี,46.47069286775399,2024-01-14
กาฬสินธุ์,16.437660763145445,2024-01-14
กำแพงเพชร,37.93446808486803,2024-01-14
นครสวรรค์,43.61332807900148,2024-01-14
บุรีรัมย์,28.440760981509893,2024-01-14
มหาสารคาม,20.003153374213504,2024-01-14
สมุทรสาคร,51.98417700617122,2024-01-14
สิงห์บุรี,52.3216293282285,2024-01-14
อุตรดิตถ์,35.83360460662093,2024-01-14
อุทัยธานี,45.73139757478378,2024-01-14
เชียงใหม่,24.164563642160065,2024-01-14
เพชรบูรณ์,32.76646672723774,2024-01-14
ฉะเชิงเทรา,48.82880486962428,2024-01-14
นครราชสีมา,36.367894012095014,2024-01-14
ปราจีนบุรี,49.39170090418692,2024-01-14
สุพรรณบุรี,48.85000905117295,2024-01-14
อำนาจเจริญ,10.892827171157535,2024-01-14
แม่ฮ่องสอน,17.389276130863976,2024-01-14
สมุทรปราการ,44.54870346136068,2024-01-14
สมุทรสงคราม,60.39498310212531,2024-01-14
หนองบัวลำภู,15.05376273658168,2024-01-14
อุบลราชธานี,18.05428804464627,2024-01-14
สุราษฎร์ธานี,22.793718361302684,2024-01-14
กรุงเทพมหานคร,43.40440198591924,2024-01-14
นครศรีธรรมราช,21.759156804867125,2024-01-14
ประจวบคีรีขันธ์,38.4465593208628,2024-01-14
พระนครศรีอยุธยา,51.93782033317079,2024-01-14
