จังหวัด, PM2.5, วันที่
ตาก,53.75784149290948,2024-02-05
เลย,37.75749168789473,2024-02-05
ตรัง,31.59590844630031,2024-02-05
ตราด,24.671226863439955,2024-02-05
น่าน,52.693331290648885,2024-02-05
ยะลา,33.43703709171838,2024-02-05
สตูล,24.619046575393583,2024-02-05
แพร่,56.39260895299501,2024-02-05
ชุมพร,27.885696919887064,2024-02-05
พะเยา,58.29002860940417,2024-02-05
พังงา,28.534670935553223,2024-02-05
ยโสธร,64.75188337249875,2024-02-05
ระนอง,30.377135189161788,2024-02-05
ระยอง,18.822876198972054,2024-02-05
ลำปาง,53.89035802810223,2024-02-05
ลำพูน,42.15896688724519,2024-02-05
สงขลา,26.938272612027834,2024-02-05
กระบี่,25.236163699840464,2024-02-05
ชลบุรี,24.682910001803798,2024-02-05
ชัยนาท,53.5016312968545,2024-02-05
นครปฐม,44.834756053491944,2024-02-05
นครพนม,57.598140452978285,2024-02-05
บึงกาฬ,31.194162105996163,2024-02-05
พัทลุง,31.0271582823992,2024-02-05
พิจิตร,50.39926147424813,2024-02-05
ภูเก็ต,28.202495624863126,2024-02-05
ลพบุรี,48.03037752259063,2024-02-05
สกลนคร,47.573617894190555,2024-02-05
ขอนแก่น,46.85983027393856,2024-02-05
ชัยภูมิ,46.89202169115721,2024-02-05
นครนายก,32.5617775206359,2024-02-05
นนทบุรี,39.27489662386956,2024-02-05
ปัตตานี,31.404516146679523,2024-02-05
ราชบุรี,40.32841033643175,2024-02-05
สระบุรี,43.678660860887504,2024-02-05
สระแก้ว,37.710359979884274,2024-02-05
สุโขทัย,58.51849179041172,2024-02-05
หนองคาย,56.805815814677516,2024-02-05
อ่างทอง,52.590807192606995,2024-02-05
จันทบุรี,25.937222617630496,2024-02-05
นราธิวาส,28.964829276053514,2024-02-05
ปทุมธานี,37.06923018109833,2024-02-05
พิษณุโลก,47.290915965661014,2024-02-05
มุกดาหาร,71.89286403655295,2024-02-05
ร้อยเอ็ด,59.206597197937235,2024-02-05
ศรีสะเกษ,54.74575540276303,2024-02-05
สุรินทร์,51.99921443819444,2024-02-05
อุดรธานี,45.201121267998644,2024-02-05
เชียงราย,47.82922621169136,2024-02-05
เพชรบุรี,32.80667545271012,2024-02-05
กาญจนบุรี,45.17695565839564,2024-02-05
กาฬสินธุ์,64.08984973871878,2024-02-05
กำแพงเพชร,52.31811130427694,2024-02-05
นครสวรรค์,53.86235545891226,2024-02-05
บุรีรัมย์,44.61137313463552,2024-02-05
มหาสารคาม,54.11637202675878,2024-02-05
สมุทรสาคร,41.80349213357482,2024-02-05
สิงห์บุรี,56.54616357066759,2024-02-05
อุตรดิตถ์,50.75709864205433,2024-02-05
อุทัยธานี,50.660638076584796,2024-02-05
เชียงใหม่,30.35404518504987,2024-02-05
เพชรบูรณ์,44.0103019150731,2024-02-05
ฉะเชิงเทรา,35.378198372387075,2024-02-05
นครราชสีมา,44.643390332455965,2024-02-05
ปราจีนบุรี,44.281312210821824,2024-02-05
สุพรรณบุรี,46.104455121382685,2024-02-05
อำนาจเจริญ,68.1135434999157,2024-02-05
แม่ฮ่องสอน,26.481616038722954,2024-02-05
สมุทรปราการ,28.571900104314718,2024-02-05
สมุทรสงคราม,36.9781351340745,2024-02-05
หนองบัวลำภู,37.02045906052869,2024-02-05
อุบลราชธานี,66.09509306097098,2024-02-05
สุราษฎร์ธานี,25.14362804803834,2024-02-05
กรุงเทพมหานคร,35.43106891600138,2024-02-05
นครศรีธรรมราช,28.31181975458961,2024-02-05
ประจวบคีรีขันธ์,30.315628916722833,2024-02-05
พระนครศรีอยุธยา,40.505476769465794,2024-02-05
