จังหวัด, PM2.5, วันที่
ตาก,49.377527376791846,2024-01-24
เลย,20.59756759497377,2024-01-24
ตรัง,22.467681346444536,2024-01-24
ตราด,35.25289553132832,2024-01-24
น่าน,36.17450344000038,2024-01-24
ยะลา,20.2010948939845,2024-01-24
สตูล,17.073825373731264,2024-01-24
แพร่,45.496647028030964,2024-01-24
ชุมพร,16.273145263291067,2024-01-24
พะเยา,37.71829182524356,2024-01-24
พังงา,16.752030220036737,2024-01-24
ยโสธร,8.665362586709945,2024-01-24
ระนอง,16.859745662255875,2024-01-24
ระยอง,36.92628267369225,2024-01-24
ลำปาง,48.33709576680787,2024-01-24
ลำพูน,49.15200410352803,2024-01-24
สงขลา,19.79730999564375,2024-01-24
กระบี่,15.859140409423192,2024-01-24
ชลบุรี,34.92353206347289,2024-01-24
ชัยนาท,28.297565310061305,2024-01-24
นครปฐม,51.79461237390031,2024-01-24
นครพนม,9.490737238525245,2024-01-24
บึงกาฬ,8.937022726226314,2024-01-24
พัทลุง,19.8078959514238,2024-01-24
พิจิตร,38.81291172940576,2024-01-24
ภูเก็ต,16.2093113098529,2024-01-24
ลพบุรี,30.468101506411575,2024-01-24
สกลนคร,9.420459602109522,2024-01-24
ขอนแก่น,13.928052841035205,2024-01-24
ชัยภูมิ,20.867449725128743,2024-01-24
นครนายก,30.641213873969484,2024-01-24
นนทบุรี,41.70064993470355,2024-01-24
ปัตตานี,18.29245734181862,2024-01-24
ราชบุรี,58.1412160612249,2024-01-24
สระบุรี,32.2777095138513,2024-01-24
สระแก้ว,25.669470362079448,2024-01-24
สุโขทัย,56.42915732151054,2024-01-24
หนองคาย,10.679289705427776,2024-01-24
อ่างทอง,30.85444546246683,2024-01-24
จันทบุรี,32.0021672552206,2024-01-24
นราธิวาส,20.48131907370614,2024-01-24
ปทุมธานี,39.467602864963304,2024-01-24
พิษณุโลก,38.0630273718114,2024-01-24
มุกดาหาร,14.916102951627789,2024-01-24
ร้อยเอ็ด,8.983999406143965,2024-01-24
ศรีสะเกษ,9.56554931619854,2024-01-24
สุรินทร์,10.524918218773994,2024-01-24
อุดรธานี,10.3797476370207,2024-01-24
เชียงราย,38.991606660052966,2024-01-24
เพชรบุรี,49.871416227645625,2024-01-24
กาญจนบุรี,44.374588690063135,2024-01-24
กาฬสินธุ์,11.395114700600393,2024-01-24
กำแพงเพชร,43.164785254011335,2024-01-24
นครสวรรค์,32.978613464284386,2024-01-24
บุรีรัมย์,14.02514775583727,2024-01-24
มหาสารคาม,11.379259817055818,2024-01-24
สมุทรสาคร,60.440765200539424,2024-01-24
สิงห์บุรี,26.39998645402984,2024-01-24
อุตรดิตถ์,41.7160449465618,2024-01-24
อุทัยธานี,36.0393646153825,2024-01-24
เชียงใหม่,36.092602384680845,2024-01-24
เพชรบูรณ์,28.646275106802165,2024-01-24
ฉะเชิงเทรา,35.008210419466856,2024-01-24
นครราชสีมา,22.411367160038708,2024-01-24
ปราจีนบุรี,32.76658083020116,2024-01-24
สุพรรณบุรี,36.16118961209578,2024-01-24
อำนาจเจริญ,8.65808553305575,2024-01-24
แม่ฮ่องสอน,30.196706323520146,2024-01-24
สมุทรปราการ,44.60608316960952,2024-01-24
สมุทรสงคราม,69.34941638548275,2024-01-24
หนองบัวลำภู,11.213822986265477,2024-01-24
อุบลราชธานี,9.792472022507052,2024-01-24
สุราษฎร์ธานี,16.52170164463847,2024-01-24
กรุงเทพมหานคร,40.866117729436276,2024-01-24
นครศรีธรรมราช,16.368993349476924,2024-01-24
ประจวบคีรีขันธ์,40.664686091279975,2024-01-24
พระนครศรีอยุธยา,32.25416048591584,2024-01-24
