จังหวัด, PM2.5, วันที่
ตาก,46.167533207490635,2024-02-24
เลย,49.455276445166,2024-02-24
ตรัง,18.972799378289807,2024-02-24
ตราด,19.849321094302496,2024-02-24
น่าน,50.16909183030449,2024-02-24
ยะลา,15.394537232581115,2024-02-24
สตูล,15.459207398554083,2024-02-24
แพร่,49.228208230302,2024-02-24
ชุมพร,13.832263267151237,2024-02-24
พะเยา,49.66751630061034,2024-02-24
พังงา,13.308738206535962,2024-02-24
ยโสธร,45.959712596784925,2024-02-24
ระนอง,14.379135328331804,2024-02-24
ระยอง,16.15600247160378,2024-02-24
ลำปาง,53.018681334373014,2024-02-24
ลำพูน,58.19258717407906,2024-02-24
สงขลา,15.696220537121105,2024-02-24
กระบี่,12.245971698587244,2024-02-24
ชลบุรี,16.911059718196597,2024-02-24
ชัยนาท,33.16621385367676,2024-02-24
นครปฐม,19.12390203363716,2024-02-24
นครพนม,36.9895375581918,2024-02-24
บึงกาฬ,41.79827592190358,2024-02-24
พัทลุง,15.61624472254117,2024-02-24
พิจิตร,37.939344250057076,2024-02-24
ภูเก็ต,14.676387917838102,2024-02-24
ลพบุรี,31.271624072734866,2024-02-24
สกลนคร,41.676846536373155,2024-02-24
ขอนแก่น,45.81274072653286,2024-02-24
ชัยภูมิ,40.118831758108065,2024-02-24
นครนายก,23.672898273615502,2024-02-24
นนทบุรี,15.27152088925793,2024-02-24
ปัตตานี,15.34151398563398,2024-02-24
ราชบุรี,21.775447705112484,2024-02-24
สระบุรี,26.513453694897137,2024-02-24
สระแก้ว,27.077961938340025,2024-02-24
สุโขทัย,52.28571542011263,2024-02-24
หนองคาย,48.95653385834326,2024-02-24
อ่างทอง,26.637708076409062,2024-02-24
จันทบุรี,19.503525887647328,2024-02-24
นราธิวาส,15.073050012776603,2024-02-24
ปทุมธานี,17.484724265526985,2024-02-24
พิษณุโลก,42.81167587279651,2024-02-24
มุกดาหาร,41.581227362735454,2024-02-24
ร้อยเอ็ด,46.94526198279889,2024-02-24
ศรีสะเกษ,47.10682518887803,2024-02-24
สุรินทร์,42.474636960747,2024-02-24
อุดรธานี,49.953896859841336,2024-02-24
เชียงราย,42.662935764840014,2024-02-24
เพชรบุรี,20.403190100264382,2024-02-24
กาญจนบุรี,30.138622579298893,2024-02-24
กาฬสินธุ์,50.07298715830234,2024-02-24
กำแพงเพชร,41.644515916234226,2024-02-24
นครสวรรค์,34.31671190552132,2024-02-24
บุรีรัมย์,37.52703230430224,2024-02-24
มหาสารคาม,45.736231631904325,2024-02-24
สมุทรสาคร,13.777247137310345,2024-02-24
สิงห์บุรี,29.640017393018155,2024-02-24
อุตรดิตถ์,46.15372526186791,2024-02-24
อุทัยธานี,33.83370770987241,2024-02-24
เชียงใหม่,46.187345244913935,2024-02-24
เพชรบูรณ์,39.021139798200146,2024-02-24
ฉะเชิงเทรา,21.607315526864607,2024-02-24
นครราชสีมา,34.44522891732538,2024-02-24
ปราจีนบุรี,26.142315854550922,2024-02-24
สุพรรณบุรี,26.257250406984575,2024-02-24
อำนาจเจริญ,40.88451281156032,2024-02-24
แม่ฮ่องสอน,41.58476817783464,2024-02-24
สมุทรปราการ,14.10086594100685,2024-02-24
สมุทรสงคราม,13.636701840976663,2024-02-24
หนองบัวลำภู,52.19926850355274,2024-02-24
อุบลราชธานี,45.139676821991316,2024-02-24
สุราษฎร์ธานี,12.172229641978154,2024-02-24
กรุงเทพมหานคร,13.66888401014307,2024-02-24
นครศรีธรรมราช,13.588254683174398,2024-02-24
ประจวบคีรีขันธ์,21.4496690110047,2024-02-24
พระนครศรีอยุธยา,22.851251376320768,2024-02-24
