จังหวัด, PM2.5, วันที่
ตาก,54.861614097087845,2024-01-23
เลย,28.310402568903037,2024-01-23
ตรัง,18.673162290328488,2024-01-23
ตราด,54.04389823011646,2024-01-23
น่าน,42.700836611659994,2024-01-23
ยะลา,18.15908212967362,2024-01-23
สตูล,16.580266729932337,2024-01-23
แพร่,50.77535700617795,2024-01-23
ชุมพร,9.519034587142139,2024-01-23
พะเยา,42.99982163071026,2024-01-23
พังงา,9.816589463734877,2024-01-23
ยโสธร,9.644299102116909,2024-01-23
ระนอง,10.795722043116378,2024-01-23
ระยอง,53.69001230112027,2024-01-23
ลำปาง,47.96079741099647,2024-01-23
ลำพูน,45.51417667678262,2024-01-23
สงขลา,17.17530311555999,2024-01-23
กระบี่,12.71362885157345,2024-01-23
ชลบุรี,57.5416765134526,2024-01-23
ชัยนาท,60.32834531693685,2024-01-23
นครปฐม,70.72627551525152,2024-01-23
นครพนม,10.43403311825398,2024-01-23
บึงกาฬ,10.18880887056516,2024-01-23
พัทลุง,18.467873636571,2024-01-23
พิจิตร,51.38172683372687,2024-01-23
ภูเก็ต,10.508975152354546,2024-01-23
ลพบุรี,60.927157063219305,2024-01-23
สกลนคร,11.527117606184152,2024-01-23
ขอนแก่น,21.5399061257197,2024-01-23
ชัยภูมิ,36.2891642737873,2024-01-23
นครนายก,54.892794906785234,2024-01-23
นนทบุรี,66.62300033405724,2024-01-23
ปัตตานี,17.504071990017323,2024-01-23
ราชบุรี,71.07521095255292,2024-01-23
สระบุรี,63.954416375173444,2024-01-23
สระแก้ว,57.45576300829098,2024-01-23
สุโขทัย,65.35537497522722,2024-01-23
หนองคาย,15.015586707913775,2024-01-23
อ่างทอง,79.17709123689997,2024-01-23
จันทบุรี,50.49764315238639,2024-01-23
นราธิวาส,17.57338377790957,2024-01-23
ปทุมธานี,67.70680607531355,2024-01-23
พิษณุโลก,49.268632286944644,2024-01-23
มุกดาหาร,15.968925027947689,2024-01-23
ร้อยเอ็ด,11.148262152159464,2024-01-23
ศรีสะเกษ,14.517987781976668,2024-01-23
สุรินทร์,17.982939426117518,2024-01-23
อุดรธานี,14.32414315966841,2024-01-23
เชียงราย,38.22155245462952,2024-01-23
เพชรบุรี,61.21892670034765,2024-01-23
กาญจนบุรี,69.27879305162035,2024-01-23
กาฬสินธุ์,12.25148293568874,2024-01-23
กำแพงเพชร,53.4543515321561,2024-01-23
นครสวรรค์,58.06039160202071,2024-01-23
บุรีรัมย์,27.150023551633083,2024-01-23
มหาสารคาม,16.435026368069742,2024-01-23
สมุทรสาคร,76.8309685839783,2024-01-23
สิงห์บุรี,64.33508161924249,2024-01-23
อุตรดิตถ์,50.23431975385195,2024-01-23
อุทัยธานี,59.63165038167649,2024-01-23
เชียงใหม่,30.671310883962576,2024-01-23
เพชรบูรณ์,47.342356986459734,2024-01-23
ฉะเชิงเทรา,60.00729721198581,2024-01-23
นครราชสีมา,44.48718930412417,2024-01-23
ปราจีนบุรี,61.31151457998569,2024-01-23
สุพรรณบุรี,70.658898788012,2024-01-23
อำนาจเจริญ,9.555470377368307,2024-01-23
แม่ฮ่องสอน,29.709808676627148,2024-01-23
สมุทรปราการ,64.78143785054706,2024-01-23
สมุทรสงคราม,78.70956097879301,2024-01-23
หนองบัวลำภู,16.866725171931698,2024-01-23
อุบลราชธานี,13.829370407420361,2024-01-23
สุราษฎร์ธานี,12.237047653287789,2024-01-23
กรุงเทพมหานคร,62.88344491113279,2024-01-23
นครศรีธรรมราช,13.403571230819297,2024-01-23
ประจวบคีรีขันธ์,51.329765861957675,2024-01-23
พระนครศรีอยุธยา,71.20048960637659,2024-01-23
