จังหวัด, PM2.5, วันที่
ตาก,59.49961445156712,2024-02-16
เลย,62.07975646686601,2024-02-16
ตรัง,26.656573758749317,2024-02-16
ตราด,26.30943863048267,2024-02-16
น่าน,61.58435732503574,2024-02-16
ยะลา,22.761380630547787,2024-02-16
สตูล,22.95606588528104,2024-02-16
แพร่,64.83781093846085,2024-02-16
ชุมพร,22.85008566775156,2024-02-16
พะเยา,60.39360220384109,2024-02-16
พังงา,21.021917447779895,2024-02-16
ยโสธร,34.06004171111076,2024-02-16
ระนอง,22.631601012549638,2024-02-16
ระยอง,24.58097054200002,2024-02-16
ลำปาง,64.08341020855016,2024-02-16
ลำพูน,61.755595354298464,2024-02-16
สงขลา,24.452653636308764,2024-02-16
กระบี่,19.532884506761132,2024-02-16
ชลบุรี,29.194681908044927,2024-02-16
ชัยนาท,77.04248905154131,2024-02-16
นครปฐม,38.15029456888446,2024-02-16
นครพนม,35.548910243242055,2024-02-16
บึงกาฬ,43.02354496858604,2024-02-16
พัทลุง,28.019584933622628,2024-02-16
พิจิตร,71.41708733795429,2024-02-16
ภูเก็ต,21.398528461518374,2024-02-16
ลพบุรี,69.3418844351325,2024-02-16
สกลนคร,38.931728909528324,2024-02-16
ขอนแก่น,50.35778587338647,2024-02-16
ชัยภูมิ,58.49056061346372,2024-02-16
นครนายก,49.18496992493643,2024-02-16
นนทบุรี,33.43922203467025,2024-02-16
ปัตตานี,23.820259441087615,2024-02-16
ราชบุรี,42.4378900149492,2024-02-16
สระบุรี,64.17706430064912,2024-02-16
สระแก้ว,47.79550443379712,2024-02-16
สุโขทัย,77.18175154570639,2024-02-16
หนองคาย,56.60516088363068,2024-02-16
อ่างทอง,70.8043606694818,2024-02-16
จันทบุรี,28.66558866625292,2024-02-16
นราธิวาส,22.871512602783696,2024-02-16
ปทุมธานี,39.7056814866882,2024-02-16
พิษณุโลก,72.357817469045,2024-02-16
มุกดาหาร,37.43959412436908,2024-02-16
ร้อยเอ็ด,40.400343448502106,2024-02-16
ศรีสะเกษ,37.12341000175376,2024-02-16
สุรินทร์,43.29255394575494,2024-02-16
อุดรธานี,52.369435818860524,2024-02-16
เชียงราย,47.93382695105857,2024-02-16
เพชรบุรี,33.32728718012782,2024-02-16
กาญจนบุรี,58.609037736253704,2024-02-16
กาฬสินธุ์,43.64897210723642,2024-02-16
กำแพงเพชร,69.94155985819718,2024-02-16
นครสวรรค์,72.02097801649961,2024-02-16
บุรีรัมย์,48.577173108013085,2024-02-16
มหาสารคาม,45.43769691479496,2024-02-16
สมุทรสาคร,27.97711680319458,2024-02-16
สิงห์บุรี,81.05805465646857,2024-02-16
อุตรดิตถ์,65.85741941348913,2024-02-16
อุทัยธานี,66.346021039721,2024-02-16
เชียงใหม่,44.12411274624074,2024-02-16
เพชรบูรณ์,67.10891415876004,2024-02-16
ฉะเชิงเทรา,39.094704950739754,2024-02-16
นครราชสีมา,52.71833627936624,2024-02-16
ปราจีนบุรี,48.65398193330498,2024-02-16
สุพรรณบุรี,59.0369936290838,2024-02-16
อำนาจเจริญ,30.50912407373905,2024-02-16
แม่ฮ่องสอน,40.60391703099817,2024-02-16
สมุทรปราการ,28.547692150463565,2024-02-16
สมุทรสงคราม,27.07281982711763,2024-02-16
หนองบัวลำภู,59.567972730636136,2024-02-16
อุบลราชธานี,35.36265382371208,2024-02-16
สุราษฎร์ธานี,20.8606086855728,2024-02-16
กรุงเทพมหานคร,31.163091126963334,2024-02-16
นครศรีธรรมราช,22.265156946112654,2024-02-16
ประจวบคีรีขันธ์,31.175648572602736,2024-02-16
พระนครศรีอยุธยา,52.52072450244944,2024-02-16
