จังหวัด, PM2.5, วันที่
ตาก,34.06956445674332,2024-01-29
เลย,17.207081464770415,2024-01-29
ตรัง,23.322125046018026,2024-01-29
ตราด,52.96328815507334,2024-01-29
น่าน,20.926789619302262,2024-01-29
ยะลา,21.159642132159732,2024-01-29
สตูล,18.298849111526028,2024-01-29
แพร่,22.527707427823476,2024-01-29
ชุมพร,19.06928859333001,2024-01-29
พะเยา,23.79890454093719,2024-01-29
พังงา,21.429006158122505,2024-01-29
ยโสธร,23.997576444876152,2024-01-29
ระนอง,20.54681492448513,2024-01-29
ระยอง,49.01720992702394,2024-01-29
ลำปาง,27.323555604970473,2024-01-29
ลำพูน,29.162992135378776,2024-01-29
สงขลา,19.686171689745755,2024-01-29
กระบี่,20.815741023384486,2024-01-29
ชลบุรี,47.984230526892276,2024-01-29
ชัยนาท,43.938296145635945,2024-01-29
นครปฐม,58.66679043871121,2024-01-29
นครพนม,17.222897489161433,2024-01-29
บึงกาฬ,12.077095885290603,2024-01-29
พัทลุง,24.10449749022822,2024-01-29
พิจิตร,30.296643621538053,2024-01-29
ภูเก็ต,20.63039801278657,2024-01-29
ลพบุรี,44.47980377779276,2024-01-29
สกลนคร,14.401241187426836,2024-01-29
ขอนแก่น,21.271687959234814,2024-01-29
ชัยภูมิ,29.041221978606018,2024-01-29
นครนายก,41.41200677255697,2024-01-29
นนทบุรี,52.379656042968506,2024-01-29
ปัตตานี,18.70476891456842,2024-01-29
ราชบุรี,62.98526404861908,2024-01-29
สระบุรี,46.15592650111963,2024-01-29
สระแก้ว,45.589170849348164,2024-01-29
สุโขทัย,27.62066218166784,2024-01-29
หนองคาย,15.101070915218596,2024-01-29
อ่างทอง,54.23758819472858,2024-01-29
จันทบุรี,43.22580766935957,2024-01-29
นราธิวาส,18.48277400704716,2024-01-29
ปทุมธานี,52.70990173663114,2024-01-29
พิษณุโลก,27.116001566364993,2024-01-29
มุกดาหาร,23.17409846679153,2024-01-29
ร้อยเอ็ด,20.310819927071687,2024-01-29
ศรีสะเกษ,22.478002526813096,2024-01-29
สุรินทร์,24.222366381613238,2024-01-29
อุดรธานี,13.043605245796655,2024-01-29
เชียงราย,23.132139655498467,2024-01-29
เพชรบุรี,59.24428183771152,2024-01-29
กาญจนบุรี,51.6567722812225,2024-01-29
กาฬสินธุ์,18.548271083551743,2024-01-29
กำแพงเพชร,30.68128824383117,2024-01-29
นครสวรรค์,39.212233009375026,2024-01-29
บุรีรัมย์,28.606173748119247,2024-01-29
มหาสารคาม,21.514559747546574,2024-01-29
สมุทรสาคร,59.01458389112689,2024-01-29
สิงห์บุรี,44.75618075926112,2024-01-29
อุตรดิตถ์,22.036542886541074,2024-01-29
อุทัยธานี,43.38158304764853,2024-01-29
เชียงใหม่,23.568111056061674,2024-01-29
เพชรบูรณ์,32.69601912572184,2024-01-29
ฉะเชิงเทรา,47.68587963229673,2024-01-29
นครราชสีมา,36.83432370893644,2024-01-29
ปราจีนบุรี,44.74773879131243,2024-01-29
สุพรรณบุรี,49.901480424991576,2024-01-29
อำนาจเจริญ,23.61135432848619,2024-01-29
แม่ฮ่องสอน,21.691717024022815,2024-01-29
สมุทรปราการ,53.95270939748787,2024-01-29
สมุทรสงคราม,60.63313259266318,2024-01-29
หนองบัวลำภู,12.022578641261571,2024-01-29
อุบลราชธานี,26.574975175060747,2024-01-29
สุราษฎร์ธานี,20.512178340052408,2024-01-29
กรุงเทพมหานคร,50.982737000165336,2024-01-29
นครศรีธรรมราช,22.20615391205911,2024-01-29
ประจวบคีรีขันธ์,52.15887566446383,2024-01-29
พระนครศรีอยุธยา,52.95539494152803,2024-01-29
