จังหวัด, PM2.5, วันที่
ตาก,31.475316218330455,2024-01-04
เลย,18.972473197080475,2024-01-04
ตรัง,21.082244556330494,2024-01-04
ตราด,17.789685498453615,2024-01-04
น่าน,24.722604255725294,2024-01-04
ยะลา,20.191233763090043,2024-01-04
สตูล,17.5684204671699,2024-01-04
แพร่,22.74980943029496,2024-01-04
ชุมพร,17.484323070076012,2024-01-04
พะเยา,22.554710805007502,2024-01-04
พังงา,20.288826127606253,2024-01-04
ยโสธร,10.164235635511236,2024-01-04
ระนอง,18.647308122735552,2024-01-04
ระยอง,31.248844841498638,2024-01-04
ลำปาง,23.89617704614971,2024-01-04
ลำพูน,25.911042303850675,2024-01-04
สงขลา,18.277788473059342,2024-01-04
กระบี่,18.714127356090465,2024-01-04
ชลบุรี,34.259544595787986,2024-01-04
ชัยนาท,35.73789528522241,2024-01-04
นครปฐม,49.3319831931636,2024-01-04
นครพนม,8.613729714514484,2024-01-04
บึงกาฬ,8.267520819328189,2024-01-04
พัทลุง,15.796244026010559,2024-01-04
พิจิตร,33.123721151911234,2024-01-04
ภูเก็ต,16.04261849752867,2024-01-04
ลพบุรี,35.77692770979048,2024-01-04
สกลนคร,9.186682235649679,2024-01-04
ขอนแก่น,15.811375802274087,2024-01-04
ชัยภูมิ,21.88015806633842,2024-01-04
นครนายก,31.846982512029413,2024-01-04
นนทบุรี,46.59575507168119,2024-01-04
ปัตตานี,18.322399465384336,2024-01-04
ราชบุรี,50.91384975594787,2024-01-04
สระบุรี,35.0022128422235,2024-01-04
สระแก้ว,32.041156535891375,2024-01-04
สุโขทัย,34.27234805992709,2024-01-04
หนองคาย,15.897278683846784,2024-01-04
อ่างทอง,42.886567725768415,2024-01-04
จันทบุรี,26.55098046895814,2024-01-04
นราธิวาส,16.873970502196734,2024-01-04
ปทุมธานี,44.59576486741019,2024-01-04
พิษณุโลก,30.132301818214597,2024-01-04
มุกดาหาร,10.234651123806323,2024-01-04
ร้อยเอ็ด,10.935969757466323,2024-01-04
ศรีสะเกษ,12.537215637116612,2024-01-04
สุรินทร์,16.05553714497801,2024-01-04
อุดรธานี,12.008970385749308,2024-01-04
เชียงราย,22.033769243412543,2024-01-04
เพชรบุรี,44.68411642320664,2024-01-04
กาญจนบุรี,41.48918517423281,2024-01-04
กาฬสินธุ์,11.3907080810169,2024-01-04
กำแพงเพชร,33.50451250389563,2024-01-04
นครสวรรค์,34.899708196991476,2024-01-04
บุรีรัมย์,19.73816934310953,2024-01-04
มหาสารคาม,14.113299805762352,2024-01-04
สมุทรสาคร,58.76124010882889,2024-01-04
สิงห์บุรี,36.27466397050672,2024-01-04
อุตรดิตถ์,26.049122513717787,2024-01-04
อุทัยธานี,36.94016278430291,2024-01-04
เชียงใหม่,15.80285928375498,2024-01-04
เพชรบูรณ์,27.089344906439827,2024-01-04
ฉะเชิงเทรา,37.247473801123874,2024-01-04
นครราชสีมา,29.100038443345234,2024-01-04
ปราจีนบุรี,38.01493133040084,2024-01-04
สุพรรณบุรี,41.55469799818132,2024-01-04
อำนาจเจริญ,9.614039133442358,2024-01-04
แม่ฮ่องสอน,12.816753919988551,2024-01-04
สมุทรปราการ,45.72128343219804,2024-01-04
สมุทรสงคราม,59.22918268021003,2024-01-04
หนองบัวลำภู,12.610075780027612,2024-01-04
อุบลราชธานี,14.170260974193958,2024-01-04
สุราษฎร์ธานี,18.0818059327151,2024-01-04
กรุงเทพมหานคร,45.05717449414064,2024-01-04
นครศรีธรรมราช,17.839628145372547,2024-01-04
ประจวบคีรีขันธ์,37.296650356089586,2024-01-04
พระนครศรีอยุธยา,41.83494326263213,2024-01-04
