จังหวัด, PM2.5, วันที่
ตาก,29.108419877740783,2024-02-03
เลย,32.936198159143736,2024-02-03
ตรัง,16.582976041677476,2024-02-03
ตราด,25.6258993463072,2024-02-03
น่าน,32.98616497488304,2024-02-03
ยะลา,22.621158269462317,2024-02-03
สตูล,16.344792238023388,2024-02-03
แพร่,32.56953506349696,2024-02-03
ชุมพร,22.14485591618652,2024-02-03
พะเยา,38.30998213832556,2024-02-03
พังงา,22.512387382976794,2024-02-03
ยโสธร,75.85983189210809,2024-02-03
ระนอง,20.71275685061254,2024-02-03
ระยอง,20.926661302992944,2024-02-03
ลำปาง,27.173831849079615,2024-02-03
ลำพูน,20.739744821449843,2024-02-03
สงขลา,19.738976079202033,2024-02-03
กระบี่,18.5830123305626,2024-02-03
ชลบุรี,22.760008842872782,2024-02-03
ชัยนาท,44.78845721381897,2024-02-03
นครปฐม,24.198392846985456,2024-02-03
นครพนม,59.87223334483084,2024-02-03
บึงกาฬ,28.12534888419051,2024-02-03
พัทลุง,20.397091939649155,2024-02-03
พิจิตร,41.53692347975186,2024-02-03
ภูเก็ต,23.04992229597762,2024-02-03
ลพบุรี,39.790304869422485,2024-02-03
สกลนคร,45.11722219227913,2024-02-03
ขอนแก่น,51.592014496579964,2024-02-03
ชัยภูมิ,49.28141726990996,2024-02-03
นครนายก,29.40711580644849,2024-02-03
นนทบุรี,24.12288245637912,2024-02-03
ปัตตานี,18.44940202697518,2024-02-03
ราชบุรี,27.23703073618013,2024-02-03
สระบุรี,35.08534051710809,2024-02-03
สระแก้ว,31.92473844238598,2024-02-03
สุโขทัย,30.806501381875087,2024-02-03
หนองคาย,44.63753058527324,2024-02-03
อ่างทอง,40.3082079536441,2024-02-03
จันทบุรี,24.601817062033067,2024-02-03
นราธิวาส,20.611912889186055,2024-02-03
ปทุมธานี,25.574980032621625,2024-02-03
พิษณุโลก,35.03972143100658,2024-02-03
มุกดาหาร,76.42142232199373,2024-02-03
ร้อยเอ็ด,66.31258163503288,2024-02-03
ศรีสะเกษ,66.28555686424694,2024-02-03
สุรินทร์,57.685077131234905,2024-02-03
อุดรธานี,42.651620940031805,2024-02-03
เชียงราย,31.987526258408185,2024-02-03
เพชรบุรี,24.24541101685875,2024-02-03
กาญจนบุรี,31.71375733424233,2024-02-03
กาฬสินธุ์,63.15928954885125,2024-02-03
กำแพงเพชร,32.15894814917626,2024-02-03
นครสวรรค์,41.18085728956647,2024-02-03
บุรีรัมย์,49.004432427735125,2024-02-03
มหาสารคาม,57.67986345179987,2024-02-03
สมุทรสาคร,22.485224889970283,2024-02-03
สิงห์บุรี,41.13426433579139,2024-02-03
อุตรดิตถ์,30.653334795412867,2024-02-03
อุทัยธานี,38.58037501979011,2024-02-03
เชียงใหม่,21.217217078504063,2024-02-03
เพชรบูรณ์,42.18971326234175,2024-02-03
ฉะเชิงเทรา,28.934728745575555,2024-02-03
นครราชสีมา,44.939315547262815,2024-02-03
ปราจีนบุรี,35.25228338400706,2024-02-03
สุพรรณบุรี,32.37940221622551,2024-02-03
อำนาจเจริญ,75.82839106710529,2024-02-03
แม่ฮ่องสอน,20.21758684512609,2024-02-03
สมุทรปราการ,22.62419495995025,2024-02-03
สมุทรสงคราม,21.44083482112109,2024-02-03
หนองบัวลำภู,39.40058976676225,2024-02-03
อุบลราชธานี,73.16918020697469,2024-02-03
สุราษฎร์ธานี,19.823882199713648,2024-02-03
กรุงเทพมหานคร,23.94811221634789,2024-02-03
นครศรีธรรมราช,18.25963661508484,2024-02-03
ประจวบคีรีขันธ์,24.037434501252964,2024-02-03
พระนครศรีอยุธยา,30.127831650136525,2024-02-03
