จังหวัด, PM2.5, วันที่
ตาก,63.29626054569647,2024-02-27
เลย,54.29362043819035,2024-02-27
ตรัง,25.78639247073545,2024-02-27
ตราด,38.8186840503277,2024-02-27
น่าน,66.22444438517309,2024-02-27
ยะลา,19.484690413201736,2024-02-27
สตูล,19.034494494965212,2024-02-27
แพร่,63.961642761129696,2024-02-27
ชุมพร,22.58232114066051,2024-02-27
พะเยา,65.42749534040348,2024-02-27
พังงา,21.491406936733537,2024-02-27
ยโสธร,31.02058481755689,2024-02-27
ระนอง,18.81756093367588,2024-02-27
ระยอง,32.06399175689728,2024-02-27
ลำปาง,65.59027399569379,2024-02-27
ลำพูน,69.69926578341403,2024-02-27
สงขลา,19.045018057468432,2024-02-27
กระบี่,19.768637411176947,2024-02-27
ชลบุรี,34.48961400228848,2024-02-27
ชัยนาท,58.47406077376932,2024-02-27
นครปฐม,38.90010777573006,2024-02-27
นครพนม,29.164605647281864,2024-02-27
บึงกาฬ,35.76766283955143,2024-02-27
พัทลุง,22.486310916387204,2024-02-27
พิจิตร,56.78314045553391,2024-02-27
ภูเก็ต,20.32349521869026,2024-02-27
ลพบุรี,54.1585544592559,2024-02-27
สกลนคร,34.31549628227371,2024-02-27
ขอนแก่น,44.26581453339379,2024-02-27
ชัยภูมิ,48.05595835696472,2024-02-27
นครนายก,42.95588658289416,2024-02-27
นนทบุรี,39.9240390762782,2024-02-27
ปัตตานี,20.207305747091446,2024-02-27
ราชบุรี,41.53055002998103,2024-02-27
สระบุรี,54.42967933537217,2024-02-27
สระแก้ว,45.55606432853307,2024-02-27
สุโขทัย,71.11730361046429,2024-02-27
หนองคาย,40.57600732360776,2024-02-27
อ่างทอง,53.30015860622121,2024-02-27
จันทบุรี,37.84215270902382,2024-02-27
นราธิวาส,20.468040344417012,2024-02-27
ปทุมธานี,41.121061793964394,2024-02-27
พิษณุโลก,61.596449853577674,2024-02-27
มุกดาหาร,32.44831739168627,2024-02-27
ร้อยเอ็ด,35.011073135112355,2024-02-27
ศรีสะเกษ,33.63498367531413,2024-02-27
สุรินทร์,38.845293686169214,2024-02-27
อุดรธานี,39.121400820023375,2024-02-27
เชียงราย,62.28931727097805,2024-02-27
เพชรบุรี,38.19449496323326,2024-02-27
กาญจนบุรี,49.82196903417325,2024-02-27
กาฬสินธุ์,39.768137005977245,2024-02-27
กำแพงเพชร,58.08155056380972,2024-02-27
นครสวรรค์,55.395585462758525,2024-02-27
บุรีรัมย์,42.143044932934686,2024-02-27
มหาสารคาม,40.70194295249939,2024-02-27
สมุทรสาคร,36.56396512778748,2024-02-27
สิงห์บุรี,58.68782372740859,2024-02-27
อุตรดิตถ์,61.63126430457203,2024-02-27
อุทัยธานี,55.16147474170249,2024-02-27
เชียงใหม่,65.03453214966747,2024-02-27
เพชรบูรณ์,52.86354982680279,2024-02-27
ฉะเชิงเทรา,39.88977776964048,2024-02-27
นครราชสีมา,47.79037036295965,2024-02-27
ปราจีนบุรี,45.35546723445144,2024-02-27
สุพรรณบุรี,48.57872665612753,2024-02-27
อำนาจเจริญ,27.622747198023934,2024-02-27
แม่ฮ่องสอน,60.98052782815082,2024-02-27
สมุทรปราการ,38.08161380653185,2024-02-27
สมุทรสงคราม,32.914513071645274,2024-02-27
หนองบัวลำภู,44.77461700394857,2024-02-27
อุบลราชธานี,31.309058784774496,2024-02-27
สุราษฎร์ธานี,20.777359427412247,2024-02-27
กรุงเทพมหานคร,40.00214219926009,2024-02-27
นครศรีธรรมราช,21.283956713445882,2024-02-27
ประจวบคีรีขันธ์,36.67227001264539,2024-02-27
พระนครศรีอยุธยา,46.68477793676502,2024-02-27
